tipo_persona	n_deudas_actual	proxy_edad_actual	deuda_total_actual	deuda_con_garantia_actual	situacion_mes_actual	prop_con_garantia_actual	tiene_garantia_actual	mora_30_dias_mes_actual	n_meses_seg_bcra	media_deuda_total	media_deuda_situacion_1	media_deuda_situacion_2	media_deuda_con_garantia	media_deuda_sin_garantia	media_deuda_en_default	max_situacion_mes	max_sit_mes_sin_garantia	media_prop_situacion_1	media_prop_situacion_2	media_prop_default	media_prop_con_garantia	prop_tuvo_garantia	prop_mora_30_dias_seg	prop_default_seg	default	tiene_default_historico	tiene_garantia_historica
Global	2	162	41	0	1	0	0	0	7	34.285714285714285	34.285714285714285	0	0	34.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	365	19	0	2	0	0	1	7	17.571428571428573	8.142857142857142	5.428571428571429	0	17.571428571428573	4	3	3	0.42857142857142855	0.2857142857142857	0.2857142857142857	0	0	0.5714285714285714	0.2857142857142857	1	1	0
20	1	224	7	0	1	0	0	0	7	32.857142857142854	32.857142857142854	0	0	32.857142857142854	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	246	75	0	1	0	0	0	6	46.5	46.5	0	0	46.5	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	171	44	0	1	0	0	0	7	38.42857142857143	38.42857142857143	0	0	38.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	4	62	24	0	1	0	0	0	7	19.285714285714285	18.285714285714285	1	0	19.285714285714285	0	2	2	0.9333333333333333	0.06666666666666667	0	0	0	0.14285714285714285	0	0	0	0
27	2	43	25	0	2	0	0	1	6	14.666666666666666	11.166666666666666	3.5	0	14.666666666666666	0	2	2	0.86	0.13999999999999999	0	0	0	0.16666666666666666	0	0	0	0
Global	2	210	27	0	1	0	0	0	7	26.285714285714285	26.285714285714285	0	0	26.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	27	55	0	1	0	0	0	7	59.714285714285715	57.857142857142854	1.8571428571428572	0	59.714285714285715	0	2	2	0.9668367346938775	0.03316326530612245	0	0	0	0.14285714285714285	0	1	0	0
27	1	372	19	0	1	0	0	0	7	37.57142857142857	37.57142857142857	0	0	37.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	203	5	0	1	0	0	0	7	7	7	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	296	16	0	1	0	0	0	7	6.857142857142857	6.857142857142857	0	0	6.857142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	341	6	0	1	0	0	0	7	7.857142857142857	7.857142857142857	0	0	7.857142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	129	9	0	1	0	0	0	5	37.8	37.8	0	0	37.8	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	176	55	0	1	0	0	0	7	33.142857142857146	33.142857142857146	0	0	33.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	39	8	0	1	0	0	0	6	11.666666666666666	11.666666666666666	0	0	11.666666666666666	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	389	12	0	1	0	0	0	7	12.714285714285714	12.714285714285714	0	0	12.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	52	33	0	1	0	0	0	6	35	35	0	0	35	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	54	24	0	1	0	0	0	7	19.142857142857142	19.142857142857142	0	0	19.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	87	25	0	1	0	0	0	6	19.666666666666668	19.666666666666668	0	0	19.666666666666668	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	310	13	0	1	0	0	0	7	11.714285714285714	11.714285714285714	0	0	11.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	264	61	0	1	0	0	0	6	62.5	62.5	0	0	62.5	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	136	95	95	1	1	1	0	6	121.83333333333333	121.83333333333333	0	121.83333333333333	0	0	1	NA	1	0	0	1	1	0	0	0	0	1
20	2	203	58	0	1	0	0	0	7	31.714285714285715	31.714285714285715	0	0	31.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	119	10	0	1	0	0	0	7	18	18	0	0	18	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	406	10	0	1	0	0	0	7	7.571428571428571	7.571428571428571	0	0	7.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	255	3	0	1	0	0	0	7	4.714285714285714	4.714285714285714	0	0	4.714285714285714	0	1	1	1	0	0	0	0	0	0	1	0	0
27	2	251	25	0	1	0	0	0	6	15	15	0	0	15	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	164	7	0	1	0	0	0	6	8	8	0	0	8	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	44	11	0	1	0	0	0	7	12	12	0	0	12	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	399	25	0	1	0	0	0	4	32	32	0	0	32	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	342	14	0	1	0	0	0	7	7.714285714285714	7.714285714285714	0	0	7.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	134	39	0	1	0	0	0	7	29.285714285714285	28.857142857142858	0.42857142857142855	0	29.285714285714285	0	2	2	0.961038961038961	0.03896103896103896	0	0	0	0.14285714285714285	0	0	0	0
20	3	280	99	75	1	0.7575757575757576	1	0	7	90.14285714285714	90	0.14285714285714285	71.14285714285714	19	0	2	2	0.9984126984126984	0.0015873015873015873	0	0.6942397313193714	0.8571428571428571	0.14285714285714285	0	0	0	1
20	5	325	58	0	1	0	0	0	7	36.857142857142854	36.857142857142854	0	0	36.857142857142854	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	219	54	0	1	0	0	0	7	55.714285714285715	55.714285714285715	0	0	55.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
20	5	115	50	0	1	0	0	0	7	64.71428571428571	64.71428571428571	0	0	64.71428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	279	18	0	1	0	0	0	7	73.85714285714286	2.5714285714285716	8	0	73.85714285714286	63.285714285714285	5	5	0.14285714285714285	0.09229770496811396	0.7648451521747432	0	0	0.8571428571428571	0.8571428571428571	0	1	0
27	2	109	5	0	1	0	0	0	7	7.285714285714286	7.285714285714286	0	0	7.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	51	22	0	1	0	0	0	6	25.5	25.5	0	0	25.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	17	2	0	1	0	0	0	5	4.6	4.6	0	0	4.6	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	342	6	0	1	0	0	0	6	5.666666666666667	5.666666666666667	0	0	5.666666666666667	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	161	74	0	2	0	0	1	6	47.5	44.833333333333336	2.6666666666666665	0	47.5	0	2	2	0.963963963963964	0.036036036036036036	0	0	0	0.16666666666666666	0	1	0	0
20	1	312	16	0	1	0	0	0	6	14	14	0	0	14	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	167	5	0	1	0	0	0	6	3.5	3.5	0	0	3.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	4	235	38	0	1	0	0	0	7	48.42857142857143	48.42857142857143	0	0	48.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	85	6	0	1	0	0	0	6	17.833333333333332	17.833333333333332	0	0	17.833333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	240	10	0	1	0	0	0	7	10.714285714285714	10.714285714285714	0	0	10.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	355	22	0	1	0	0	0	5	14	14	0	0	14	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	172	2	0	1	0	0	0	1	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	417	1	0	1	0	0	0	3	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	363	22	0	1	0	0	0	7	26.428571428571427	26.428571428571427	0	0	26.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	271	5	0	1	0	0	0	6	7	4	3	0	7	0	2	2	0.7192760942760943	0.2807239057239057	0	0	0	0.5	0	0	0	0
20	2	300	27	0	1	0	0	0	7	38.714285714285715	38.714285714285715	0	0	38.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	227	3	0	1	0	0	0	6	3.5	3.5	0	0	3.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	237	54	0	1	0	0	0	7	66	63.857142857142854	2.142857142857143	0	66	0	2	2	0.9711974208461328	0.02880257915386721	0	0	0	0.2857142857142857	0	0	0	0
Global	1	361	29	0	1	0	0	0	7	28	28	0	0	28	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	3	326	50	0	1	0	0	0	7	44.714285714285715	44.714285714285715	0	0	44.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	297	4	0	1	0	0	0	7	11	11	0	0	11	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	78	6	0	1	0	0	0	6	15.666666666666666	15.666666666666666	0	0	15.666666666666666	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	359	5	0	1	0	0	0	6	12.333333333333334	12.333333333333334	0	0	12.333333333333334	0	1	1	1	0	0	0	0	0	0	1	0	0
27	1	285	2	0	1	0	0	0	6	1.5	1.5	0	0	1.5	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	370	72	0	1	0	0	0	7	93.71428571428571	72.42857142857143	21.285714285714285	0	93.71428571428571	0	2	2	0.7608334537050412	0.23916654629495884	0	0	0	0.2857142857142857	0	1	0	0
20	1	221	20	0	1	0	0	0	7	18.285714285714285	18.285714285714285	0	0	18.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	319	5	0	1	0	0	0	7	5.714285714285714	5.714285714285714	0	0	5.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	324	23	0	1	0	0	0	6	7.833333333333333	7.833333333333333	0	0	7.833333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	44	30	0	1	0	0	0	7	22.571428571428573	22.571428571428573	0	0	22.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	318	61	50	1	0.819672131147541	1	0	7	78.14285714285714	77.85714285714286	0.2857142857142857	65.42857142857143	12.714285714285714	0	2	2	0.9972108843537415	0.0027891156462585037	0	0.735379639876127	0.8571428571428571	0.2857142857142857	0	0	0	1
27	2	220	20	0	1	0	0	0	7	17.571428571428573	17.571428571428573	0	0	17.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	381	20	0	1	0	0	0	7	11.142857142857142	11.142857142857142	0	0	11.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	366	52	0	1	0	0	0	7	61.714285714285715	61.714285714285715	0	0	61.714285714285715	0	1	1	1	0	0	0	0	0	0	1	0	0
20	1	48	11	0	1	0	0	0	6	11.166666666666666	11.166666666666666	0	0	11.166666666666666	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	310	8	0	1	0	0	0	7	8	5.142857142857143	2.857142857142857	0	8	0	2	2	0.7142857142857143	0.2857142857142857	0	0	0	0.2857142857142857	0	1	0	0
27	2	330	19	0	1	0	0	0	1	19	19	0	0	19	0	1	1	1	0	0	0	0	0	0	1	0	0
20	1	338	28	0	1	0	0	0	6	29.333333333333332	16.5	12.833333333333334	0	29.333333333333332	0	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	1	0	0
27	1	232	9	0	1	0	0	0	7	12.714285714285714	12.714285714285714	0	0	12.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	85	32	0	1	0	0	0	6	38.833333333333336	38.833333333333336	0	0	38.833333333333336	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	362	50	0	1	0	0	0	6	53.833333333333336	53.833333333333336	0	0	53.833333333333336	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	346	46	0	1	0	0	0	7	44.57142857142857	44.57142857142857	0	0	44.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	209	43	0	1	0	0	0	6	31	31	0	0	31	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	404	41	0	1	0	0	0	7	53.714285714285715	53.714285714285715	0	0	53.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	273	2	0	1	0	0	0	6	4.166666666666667	4.166666666666667	0	0	4.166666666666667	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	108	11	0	1	0	0	0	7	8.714285714285714	8.714285714285714	0	0	8.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	305	67	0	1	0	0	0	7	68.28571428571429	57.285714285714285	7	0	68.28571428571429	4	3	3	0.8541552344369245	0.09389671361502347	0.05194805194805195	0	0	0.42857142857142855	0.14285714285714285	1	1	0
20	2	167	35	0	1	0	0	0	7	41.857142857142854	41.857142857142854	0	0	41.857142857142854	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	36	26	0	1	0	0	0	7	39	39	0	0	39	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	299	80	0	1	0	0	0	7	76.28571428571429	76.28571428571429	0	0	76.28571428571429	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	219	84	0	1	0	0	0	7	81.57142857142857	81.57142857142857	0	0	81.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	224	8	0	1	0	0	0	6	6.333333333333333	6.333333333333333	0	0	6.333333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	326	19	0	1	0	0	0	7	17.285714285714285	17.285714285714285	0	0	17.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	322	31	0	1	0	0	0	7	50.714285714285715	50.714285714285715	0	0	50.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	140	49	0	1	0	0	0	7	27.142857142857142	23.857142857142858	3.2857142857142856	0	27.142857142857142	0	2	2	0.9452380952380952	0.05476190476190477	0	0	0	0.14285714285714285	0	0	0	0
20	1	128	27	0	1	0	0	0	6	27.166666666666668	27.166666666666668	0	0	27.166666666666668	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	331	41	0	1	0	0	0	7	55	55	0	0	55	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	262	85	0	1	0	0	0	7	63.285714285714285	63.285714285714285	0	0	63.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	283	6	0	1	0	0	0	5	12.2	12.2	0	0	12.2	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	274	10	0	1	0	0	0	6	12.833333333333334	12.833333333333334	0	0	12.833333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	264	3	0	1	0	0	0	6	7.166666666666667	7.166666666666667	0	0	7.166666666666667	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	235	63	0	2	0	0	1	7	65.57142857142857	65	0.5714285714285714	0	65.57142857142857	0	2	2	0.9909297052154195	0.009070294784580499	0	0	0	0.14285714285714285	0	0	0	0
20	1	338	8	0	1	0	0	0	7	18.428571428571427	13.142857142857142	5.285714285714286	0	18.428571428571427	0	2	2	0.832034632034632	0.16796536796536796	0	0	0	0.2857142857142857	0	0	0	0
27	2	307	15	0	1	0	0	0	7	14.714285714285714	14.714285714285714	0	0	14.714285714285714	0	1	1	1	0	0	0	0	0	0	1	0	0
20	3	220	96	0	1	0	0	0	7	111.42857142857143	111.42857142857143	0	0	111.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	263	23	0	1	0	0	0	7	16.142857142857142	16.142857142857142	0	0	16.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	178	12	0	1	0	0	0	3	9	9	0	0	9	0	1	1	1	0	0	0	0	0	0	1	0	0
27	2	226	20	0	1	0	0	0	7	28.285714285714285	16.142857142857142	1.8571428571428572	0	28.285714285714285	10.285714285714286	5	5	0.5570265276198456	0.06531771799628942	0.377655754383865	0	0	0.8571428571428571	0.8571428571428571	1	1	0
27	1	237	20	0	1	0	0	0	7	12.857142857142858	12.857142857142858	0	0	12.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	235	39	0	1	0	0	0	7	39	39	0	0	39	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	258	2	0	1	0	0	0	4	6.75	6.75	0	0	6.75	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	184	56	0	1	0	0	0	7	55	55	0	0	55	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	3	260	86	0	1	0	0	0	7	48.142857142857146	48.142857142857146	0	0	48.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	142	23	0	1	0	0	0	7	14	13.285714285714286	0.7142857142857143	0	14	0	2	2	0.9638381668456857	0.03616183315431436	0	0	0	0.2857142857142857	0	0	0	0
27	1	331	9	0	2	0	0	1	3	7.666666666666667	4.666666666666667	3	0	7.666666666666667	0	2	2	0.6666666666666666	0.3333333333333333	0	0	0	0.3333333333333333	0	0	0	0
27	1	174	9	0	1	0	0	0	5	8.2	8	0.2	0	8.2	0	2	2	0.8	0.2	0	0	0	0.2	0	0	0	0
20	1	421	63	0	1	0	0	0	7	45.285714285714285	40.57142857142857	3.2857142857142856	0	45.285714285714285	1.4285714285714286	3	3	0.7837521991913966	0.19492583918813428	0.021321961620469083	0	0	0.5714285714285714	0.14285714285714285	0	1	0
27	1	162	69	0	1	0	0	0	7	80.71428571428571	80.71428571428571	0	0	80.71428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	367	11	0	1	0	0	0	7	24.857142857142858	24.857142857142858	0	0	24.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	321	37	0	1	0	0	0	7	39.57142857142857	39.57142857142857	0	0	39.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	353	1	0	1	0	0	0	6	10.333333333333334	10.333333333333334	0	0	10.333333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	144	64	0	1	0	0	0	7	52	52	0	0	52	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	102	17	0	1	0	0	0	6	12.833333333333334	12.833333333333334	0	0	12.833333333333334	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	376	19	0	1	0	0	0	7	11.857142857142858	11.857142857142858	0	0	11.857142857142858	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	139	12	0	1	0	0	0	7	27	27	0	0	27	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	348	60	0	1	0	0	0	7	46.57142857142857	46.57142857142857	0	0	46.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	243	81	0	1	0	0	0	7	53.285714285714285	53.285714285714285	0	0	53.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	260	23	0	1	0	0	0	7	25.571428571428573	25.571428571428573	0	0	25.571428571428573	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	179	18	0	1	0	0	0	7	21.714285714285715	21.714285714285715	0	0	21.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	272	4	0	1	0	0	0	4	5.5	5.5	0	0	5.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	134	41	0	1	0	0	0	7	43.285714285714285	43.285714285714285	0	0	43.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	123	22	0	1	0	0	0	7	20.428571428571427	20.428571428571427	0	0	20.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	46	12	0	1	0	0	0	6	7.333333333333333	7.333333333333333	0	0	7.333333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	347	14	0	1	0	0	0	7	13.285714285714286	13.285714285714286	0	0	13.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	127	15	0	1	0	0	0	7	15.714285714285714	15.714285714285714	0	0	15.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	162	9	0	1	0	0	0	6	19.666666666666668	19.666666666666668	0	0	19.666666666666668	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	271	81	0	2	0	0	1	7	52.57142857142857	38.857142857142854	13.714285714285714	0	52.57142857142857	0	2	2	0.8089811423144756	0.19101885768552435	0	0	0	0.2857142857142857	0	1	0	0
27	2	386	6	0	1	0	0	0	3	3	3	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	119	39	0	1	0	0	0	7	46.57142857142857	46.57142857142857	0	0	46.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	138	19	0	1	0	0	0	6	17.5	17.5	0	0	17.5	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	253	1	0	1	0	0	0	3	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	235	34	0	1	0	0	0	7	38.714285714285715	38.714285714285715	0	0	38.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	178	9	0	1	0	0	0	7	29	29	0	0	29	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	242	3	0	1	0	0	0	5	11.2	11.2	0	0	11.2	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	360	4	0	1	0	0	0	7	15.285714285714286	15.285714285714286	0	0	15.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	74	7	0	1	0	0	0	7	9.714285714285714	8.428571428571429	1.2857142857142858	0	9.714285714285714	0	2	2	0.8571428571428571	0.14285714285714285	0	0	0	0.14285714285714285	0	0	0	0
27	3	313	88	0	1	0	0	0	7	49.714285714285715	49.714285714285715	0	0	49.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	342	21	0	1	0	0	0	7	27.428571428571427	14.142857142857142	4.571428571428571	0	27.428571428571427	8.714285714285714	4	4	0.5411741134041275	0.15089672232529375	0.3079291642705788	0	0	0.8571428571428571	0.7142857142857143	0	1	0
Global	2	302	53	0	1	0	0	0	7	48.57142857142857	48.57142857142857	0	0	48.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	43	34	0	1	0	0	0	7	21.714285714285715	21.714285714285715	0	0	21.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	165	10	0	1	0	0	0	7	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	56	9	0	1	0	0	0	7	8.571428571428571	8.571428571428571	0	0	8.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	316	4	0	1	0	0	0	7	17.428571428571427	17.428571428571427	0	0	17.428571428571427	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	293	30	0	1	0	0	0	2	30	30	0	0	30	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	149	6	0	1	0	0	0	7	6.142857142857143	6.142857142857143	0	0	6.142857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	362	33	0	1	0	0	0	7	23.142857142857142	23.142857142857142	0	0	23.142857142857142	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	61	42	0	1	0	0	0	6	44.5	44.5	0	0	44.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	3	328	76	58	1	0.7631578947368421	1	0	7	52.42857142857143	52.42857142857143	0	17.285714285714285	35.142857142857146	0	1	1	1	0	0	0.21247083225304642	0.2857142857142857	0	0	0	0	1
27	1	141	3	0	1	0	0	0	5	4	4	0	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	63	20	0	1	0	0	0	6	21.833333333333332	21.833333333333332	0	0	21.833333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	181	19	0	1	0	0	0	7	31	31	0	0	31	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	83	35	0	1	0	0	0	6	31.5	31.5	0	0	31.5	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	207	97	0	1	0	0	0	6	65.16666666666667	65.16666666666667	0	0	65.16666666666667	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	386	9	0	2	0	0	1	6	11.333333333333334	2	7.5	0	11.333333333333334	1.8333333333333333	3	3	0.16666666666666666	0.6666666666666666	0.16666666666666666	0	0	0.8333333333333334	0.16666666666666666	0	1	0
20	1	372	4	0	2	0	0	1	7	8.571428571428571	8	0.5714285714285714	0	8.571428571428571	0	2	2	0.8571428571428571	0.14285714285714285	0	0	0	0.14285714285714285	0	0	0	0
20	1	365	91	0	1	0	0	0	7	59	59	0	0	59	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	144	12	0	1	0	0	0	7	14.571428571428571	14.571428571428571	0	0	14.571428571428571	0	1	1	1	0	0	0	0	0	0	0	0	0
27	2	177	49	0	1	0	0	0	7	23	20.714285714285715	2.2857142857142856	0	23	0	2	2	0.9161290322580645	0.08387096774193549	0	0	0	0.2857142857142857	0	0	0	0
20	1	387	20	0	1	0	0	0	2	20	20	0	0	20	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	254	48	0	1	0	0	0	7	56.42857142857143	56.42857142857143	0	0	56.42857142857143	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	42	27	0	1	0	0	0	6	25.333333333333332	25.333333333333332	0	0	25.333333333333332	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	365	19	0	1	0	0	0	7	19.428571428571427	18.428571428571427	1	0	19.428571428571427	0	2	2	0.9767441860465116	0.023255813953488375	0	0	0	0.14285714285714285	0	0	0	0
27	1	237	5	0	1	0	0	0	6	6.333333333333333	6.333333333333333	0	0	6.333333333333333	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	139	37	0	1	0	0	0	2	38	38	0	0	38	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	331	16	0	1	0	0	0	7	21.285714285714285	21.285714285714285	0	0	21.285714285714285	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	119	5	0	1	0	0	0	7	7.285714285714286	7.285714285714286	0	0	7.285714285714286	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	220	12	0	1	0	0	0	6	13	13	0	0	13	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	276	49	0	1	0	0	0	7	82.57142857142857	82.57142857142857	0	0	82.57142857142857	0	1	1	1	0	0	0	0	0	0	0	0	0
27	1	369	30	0	1	0	0	0	3	22	22	0	0	22	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	57	1	0	1	0	0	0	5	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	2	352	5	0	1	0	0	0	7	10.428571428571429	10.428571428571429	0	0	10.428571428571429	0	1	1	1	0	0	0	0	0	0	0	0	0
20	2	287	23	0	1	0	0	0	6	26.166666666666668	26.166666666666668	0	0	26.166666666666668	0	1	1	1	0	0	0	0	0	0	0	0	0
Global	1	132	7	0	1	0	0	0	7	5.714285714285714	5.714285714285714	0	0	5.714285714285714	0	1	1	1	0	0	0	0	0	0	0	0	0
27	6	185	74	3	1	0.04054054054054054	1	0	7	68	68	0	3.2857142857142856	64.71428571428571	0	1	1	1	0	0	0.0489687021776574	1	0	0	0	0	1
20	1	346	40	0	1	0	0	0	7	44.714285714285715	44.714285714285715	0	0	44.714285714285715	0	1	1	1	0	0	0	0	0	0	0	0	0
27	3	250	41	0	1	0	0	0	7	41.142857142857146	41.142857142857146	0	0	41.142857142857146	0	1	1	1	0	0	0	0	0	0	0	0	0
20	1	379	5	0	1	0	0	0	6	2.5	2.5	0	0	2.5	0	1	1	1	0	0	0	0	0	0	0	0	0
